날짜,검사수,검사수 증가량,영업 제한 시각,평균기온(°C),일강수량(mm),Won
20210811,0.6805896356405408,0.6093691782981284,0.5,0.907725321888412,0.0,0.1537505512262782
20210812,0.6849770747397226,0.7058267174916166,0.5,0.8948497854077253,0.0,0.30576769608015175
20210813,0.6893715036421622,0.7069874752801582,0.5,0.8905579399141631,0.0,0.0
20210814,0.6937995871528797,0.7125763090768392,0.5,0.8798283261802575,0.0,0.0
20210815,0.6968576692250785,0.4850677825227136,0.5,0.8969957081545065,0.0,0.0
20210816,0.6992789025560158,0.37930985067782524,0.5,0.9055793991416309,0.0,0.0
20210817,0.7020575650856393,0.4386661316671921,0.5,0.8755364806866953,0.12015503875968993,0.07500110626727112
20210818,0.7069510314231351,0.7898598492447908,0.5,0.8412017167381974,0.07235142118863049,0.04747946539061916
20210819,0.7118714214472535,0.7943309162821357,0.5,0.8776824034334764,0.0,0.10720721682991104
20210820,0.716039933004893,0.6694706371270528,0.5,0.8905579399141631,0.0,0.22269541639137144
20210821,0.721699947766322,0.9171562867215041,0.5,0.8304721030042919,0.8113695090439276,0.0
20210822,0.7244390014108184,0.4320885041987905,0.5,0.8433476394849785,0.0,0.0
20210823,0.7270007211578497,0.40263964919320167,0.5,0.8004291845493562,0.09560723514211886,0.0963703752305995
20210824,0.7318101372685177,0.7759020950961565,0.5,0.8218884120171673,0.13565891472868216,0.0842319529660933
20210825,0.7367165476861206,0.7920094007050528,0.5,0.8562231759656652,0.0038759689922480615,0.10345887813817507
20210826,0.7419104892698323,0.8397581038090051,0.5,0.8669527896995708,0.00904392764857881,0.3468277595264871
20210827,0.7471737248290498,0.8512653692929408,0.5,0.8004291845493562,0.011627906976744186,0.0
20210828,0.7519800343604921,0.7753862027456937,0.5,0.8261802575107297,0.0,0.0
20210829,0.7547789759489498,0.4420337622882692,0.5,0.8283261802575107,0.011627906976744186,0.0
20210830,0.7576919980300836,0.46097847582471124,0.5,0.8390557939914163,0.0,0.102177133989566
20210831,0.7615779834659224,0.6225530939210684,0.5,0.759656652360515,1.0,0.04977134599920349
20210901,0.7665337539756663,0.800206356940185,0.5,0.778969957081545,0.0103359173126615,0.08933298950037918
20210902,0.7726926335844169,0.9999999999999999,0.5,0.8240343347639485,0.0,0.3284560933964237
20210903,0.7781434720113176,0.8824195351236708,0.5,0.8412017167381974,0.0,0.03106856263074935
20210904,0.783638579192184,0.8897710011177666,0.5,0.8175965665236051,0.0,0.0
20210905,0.7864325157363339,0.44120260239030124,0.5,0.8154506437768241,0.0,0.0
20210906,0.7893673701659145,0.4646040526210197,0.5,0.7982832618025751,0.15503875968992248,0.08810083664323415
20210907,0.793826087999552,0.7176635808661258,0.5,0.740343347639485,0.38242894056847543,0.09914825049553146
20210908,0.7982489075843593,0.711702158149666,0.5,0.796137339055794,0.020671834625323,0.06857178606469451
20210909,0.8024949973287734,0.6823536155455561,0.5,0.8240343347639485,0.0,0.37264651174855845
20210910,0.8064804795937008,0.6390759794789487,0.5,0.8261802575107297,0.0,0.11431250448228981
20210911,0.8108301219789704,0.6995500272276518,0.5,0.8347639484978541,0.0,0.0
20210912,0.8141708164668373,0.5319996560717662,0.5,0.8390557939914163,0.0,0.0
20210913,0.8168948549784096,0.4295950245048866,0.5,0.851931330472103,0.0,0.10307130312180995
20210914,0.8215966626364555,0.7580321572898454,0.5,0.8476394849785408,0.0,0.03961886422209575
20210915,0.8258130672904909,0.677423977530022,0.5,0.8261802575107297,0.0,0.14689474591711082
20210916,0.8302496076002115,0.7139806826975437,0.5,0.8111587982832618,0.0,0.11447332112719819
20210917,0.8344310632379581,0.6716201885873146,0.5,0.8240343347639485,0.0,0.06049527204256612
20210918,0.8385438289572706,0.6602132355048579,0.5,0.8326180257510729,0.0,0.0
20210919,0.841467724065694,0.4627840990513313,0.5,0.8283261802575107,0.0,0.0
20210920,0.8440976159679552,0.413960620217248,0.5,0.8283261802575107,0.0,0.0
20210921,0.8467131830882315,0.4115817832678914,0.5,0.7918454935622318,0.87984496124031,0.0
20210922,0.849633453854225,0.46218222464245795,0.5,0.7532188841201717,0.05813953488372093,0.0
20210923,0.8529505038224301,0.5280731420710211,0.5,0.7682403433476395,0.0,0.05020164582052225
20210924,0.8588284105989925,0.953340402969247,0.5,0.7875536480686696,0.0,0.10576220289094342
20210925,0.8643216193147767,0.8894557335702615,0.5,0.7746781115879828,0.0,0.0
20210926,0.8680673772161236,0.5992662864348972,0.5,0.8047210300429185,0.0,0.0
20210927,0.8712762146746347,0.5101028918632311,0.5,0.7832618025751074,0.0,0.38450417100908363
20210928,0.8764225220435526,0.8318477544352411,0.5,0.7811158798283262,0.016795865633074936,0.0
20210929,0.8815730578119725,0.8325499412455933,0.5,0.7532188841201717,0.16925064599483203,0.07845647486789643
20210930,0.8866639645180328,0.8226476741853199,0.5,0.7553648068669528,0.0,0.38248389808913313
20211001,0.8911481390425471,0.7218910320713077,0.5,0.7725321888412018,0.17183462532299743,0.14936286634612891
