0,2021-05-03 (월),84947.0
1,2021-05-03 (월),4352.0
2,2021-05-04 (화),94188.0
3,2021-05-04 (화),9351.0
4,2021-05-06 (목),97945.0
5,2021-05-06 (목),9249.0
6,2021-05-07 (금),253090.0
7,2021-05-07 (금),15400.0
8,2021-05-10 (월),149802.0
9,2021-05-10 (월),13969.0
10,2021-05-11 (화),353952.0
11,2021-05-11 (화),18894.0
12,2021-05-12 (수),64696.0
13,2021-05-13 (목),442505.0
14,2021-05-13 (목),19115.0
15,2021-05-14 (금),0.0
16,2021-05-17 (월),98501.0
17,2021-05-18 (화),43504.0
18,2021-05-20 (목),28917.0
19,2021-05-20 (목),16062.0
20,2021-05-21 (금),583693.0
21,2021-05-21 (금),15739.0
22,2021-05-24 (월),136182.0
23,2021-05-24 (월),7833.0
24,2021-05-25 (화),118609.0
25,2021-05-26 (수),44245.0
26,2021-05-26 (수),3921.0
27,2021-05-27 (목),205713.0
28,2021-05-27 (목),10145.0
29,2021-05-28 (금),94180.0
30,2021-05-28 (금),8822.0
31,2021-05-31 (월),30583.0
