,Date,Won
0,2021-11-01 (월),15279.0
1,2021-11-01 (월),11604.0
2,2021-11-02 (화),103564.0
3,2021-11-02 (화),114756.0
4,2021-11-03 (수),19305.0
5,2021-11-03 (수),47137.0
6,2021-11-03 (수),8268.0
7,2021-11-04 (목),156600.0
8,2021-11-04 (목),366342.0
9,2021-11-05 (금),53699.0
10,2021-11-05 (금),26315.0
11,2021-11-08 (월),21000.0
12,2021-11-08 (월),39906.0
13,2021-11-09 (화),45216.0
14,2021-11-09 (화),66460.0
15,2021-11-10 (수),20465.0
16,2021-11-10 (수),41321.0
17,2021-11-10 (수),2401.0
18,2021-11-11 (목),117247.0
19,2021-11-11 (목),213879.0
20,2021-11-15 (월),15573.0
21,2021-11-15 (월),85205.0
22,2021-11-15 (월),8558.0
23,2021-11-16 (화),7146.0
24,2021-11-16 (화),92912.0
25,2021-11-16 (화),10366.0
26,2021-11-17 (수),6656.0
27,2021-11-17 (수),49644.0
28,2021-11-18 (목),121271.0
29,2021-11-18 (목),201131.0
30,2021-11-18 (목),19817.0
31,2021-11-19 (금),21358.0
32,2021-11-19 (금),34013.0
33,2021-11-19 (금),10939.0
34,2021-11-22 (월),7278.0
35,2021-11-22 (월),61363.0
36,2021-11-23 (화),11368.0
37,2021-11-23 (화),37382.0
38,2021-11-24 (수),30123.0
39,2021-11-24 (수),92963.0
40,2021-11-25 (목),134689.0
41,2021-11-25 (목),438129.0
42,2021-11-25 (목),4835.0
43,2021-11-26 (금),16101.0
44,2021-11-26 (금),82244.0
