,Date,Won
0,2021-02-01 (월),131883.0
1,2021-02-02 (화),99676.0
2,2021-02-03 (수),204578.0
3,2021-02-04 (목),458954.0
4,2021-02-04 (목),26338.0
5,2021-02-05 (금),149030.0
6,2021-02-08 (월),168044.0
7,2021-02-08 (월),9792.0
8,2021-02-09 (화),107771.0
9,2021-02-10 (수),160512.0
10,2021-02-10 (수),332900.0
11,2021-02-10 (수),12125.0
12,2021-02-10 (수),43655.0
13,2021-02-16 (화),150748.0
14,2021-02-16 (화),7450.0
15,2021-02-17 (수),90964.0
16,2021-02-17 (수),25947.0
17,2021-02-18 (목),595286.0
18,2021-02-18 (목),14018.0
19,2021-02-19 (금),172695.0
20,2021-02-22 (월),221784.0
21,2021-02-22 (월),13056.0
22,2021-02-23 (화),119476.0
23,2021-02-23 (화),9249.0
24,2021-02-24 (수),154442.0
25,2021-02-24 (수),15438.0
26,2021-02-25 (목),461108.0
27,2021-02-25 (목),18429.0
28,2021-02-26 (금),103117.0
