,Date,Won
0,2021-08-02 (월),19011.0
1,2021-08-02 (월),118587.0
2,2021-08-03 (화),7153.0
3,2021-08-03 (화),66375.0
4,2021-08-03 (화),11654.0
5,2021-08-04 (수),10486.0
6,2021-08-04 (수),21360.0
7,2021-08-04 (수),136250.0
8,2021-08-05 (목),78769.0
9,2021-08-05 (목),407839.0
10,2021-08-05 (목),38174.0
11,2021-08-11 (수),46167.0
12,2021-08-11 (수),155356.0
13,2021-08-11 (수),9912.0
14,2021-08-12 (목),55023.0
15,2021-08-12 (목),345751.0
16,2021-08-12 (목),20441.0
17,2021-08-17 (화),21094.0
18,2021-08-17 (화),77211.0
19,2021-08-17 (화),3385.0
20,2021-08-18 (수),10372.0
21,2021-08-18 (수),51860.0
22,2021-08-18 (수),3868.0
23,2021-08-19 (목),20020.0
24,2021-08-19 (목),120498.0
25,2021-08-20 (금),75767.0
26,2021-08-20 (금),216123.0
27,2021-08-23 (월),14038.0
28,2021-08-23 (월),112276.0
29,2021-08-23 (월),12244.0
30,2021-08-24 (화),17499.0
31,2021-08-24 (화),92905.0
32,2021-08-24 (화),4019.0
33,2021-08-25 (수),135605.0
34,2021-08-26 (목),48726.0
35,2021-08-26 (목),405866.0
36,2021-08-26 (목),23591.0
37,2021-08-30 (월),16608.0
38,2021-08-30 (월),117317.0
39,2021-08-30 (월),15967.0
40,2021-08-31 (화),13284.0
41,2021-08-31 (화),51952.0
