,Date,Won
0,2021-07-01 (목),201157.0
1,2021-07-01 (목),7450.0
2,2021-07-05 (월),118180.0
3,2021-07-06 (화),64694.0
4,2021-07-07 (수),26610.0
5,2021-07-07 (수),67734.0
6,2021-07-08 (목),8494.0
7,2021-07-08 (목),203939.0
8,2021-07-08 (목),21466.0
9,2021-07-09 (금),103482.0
10,2021-07-12 (월),17993.0
11,2021-07-12 (월),44195.0
12,2021-07-12 (월),8028.0
13,2021-07-13 (화),23272.0
14,2021-07-13 (화),64008.0
15,2021-07-13 (화),14018.0
16,2021-07-14 (수),7603.0
17,2021-07-14 (수),77910.0
18,2021-07-15 (목),65043.0
19,2021-07-15 (목),358500.0
20,2021-07-15 (목),24260.0
21,2021-07-16 (금),6761.0
22,2021-07-16 (금),31901.0
23,2021-07-19 (월),7511.0
24,2021-07-19 (월),77762.0
25,2021-07-20 (화),8492.0
26,2021-07-20 (화),13350.0
27,2021-07-20 (화),23918.0
28,2021-07-21 (수),20825.0
29,2021-07-21 (수),116561.0
30,2021-07-22 (목),51024.0
31,2021-07-22 (목),282091.0
32,2021-07-22 (목),21717.0
33,2021-07-23 (금),0.0
34,2021-07-23 (금),0.0
35,2021-07-26 (월),23886.0
36,2021-07-26 (월),98857.0
37,2021-07-27 (화),24108.0
38,2021-07-27 (화),119309.0
39,2021-07-28 (수),94981.0
40,2021-07-29 (목),62603.0
41,2021-07-29 (목),474338.0
42,2021-07-29 (목),34240.0
