,Date,Won
0,2021-10-01 (금),39672.0
1,2021-10-01 (금),156100.0
2,2021-10-05 (화),43785.0
3,2021-10-05 (화),52911.0
4,2021-10-06 (수),6754.0
5,2021-10-06 (수),20020.0
6,2021-10-06 (수),66800.0
7,2021-10-06 (수),22055.0
8,2021-10-07 (목),40250.0
9,2021-10-07 (목),56495.0
10,2021-10-07 (목),3431.0
11,2021-10-08 (금),177319.0
12,2021-10-08 (금),414414.0
13,2021-10-08 (금),17939.0
14,2021-10-12 (화),22224.0
15,2021-10-12 (화),71170.0
16,2021-10-13 (수),38180.0
17,2021-10-13 (수),74624.0
18,2021-10-13 (수),29630.0
19,2021-10-14 (목),8342.0
20,2021-10-14 (목),42897.0
21,2021-10-15 (금),188032.0
22,2021-10-15 (금),322573.0
23,2021-10-15 (금),31044.0
24,2021-10-18 (월),23056.0
25,2021-10-18 (월),20487.0
26,2021-10-18 (월),22389.0
27,2021-10-19 (화),65378.0
28,2021-10-19 (화),106628.0
29,2021-10-19 (화),5802.0
30,2021-10-20 (수),23935.0
31,2021-10-20 (수),4000.0
32,2021-10-20 (수),94255.0
33,2021-10-20 (수),9233.0
34,2021-10-21 (목),144155.0
35,2021-10-21 (목),451817.0
36,2021-10-21 (목),13585.0
37,2021-10-22 (금),38561.0
38,2021-10-22 (금),43985.0
39,2021-10-22 (금),12359.0
40,2021-10-25 (월),29429.0
41,2021-10-25 (월),11604.0
42,2021-10-26 (화),17196.0
43,2021-10-26 (화),98015.0
44,2021-10-26 (화),44106.0
45,2021-10-27 (수),19697.0
46,2021-10-27 (수),25094.0
47,2021-10-27 (수),12605.0
48,2021-10-28 (목),147021.0
49,2021-10-28 (목),276794.0
50,2021-10-28 (목),11556.0
51,2021-10-29 (금),55868.0
52,2021-10-29 (금),26710.0
