0,2021-06-01 (화),14703.0
1,2021-06-01 (화),0.0
2,2021-06-02 (수),93818.0
3,2021-06-03 (목),332441.0
4,2021-06-04 (금),168396.0
5,2021-06-07 (월),66859.0
6,2021-06-07 (월),4901.0
7,2021-06-08 (화),110813.0
8,2021-06-08 (화),4901.0
9,2021-06-09 (수),134782.0
10,2021-06-10 (목),296866.0
11,2021-06-10 (목),4901.0
12,2021-06-11 (금),42816.0
13,2021-06-11 (금),10531.0
14,2021-06-14 (월),81797.0
15,2021-06-15 (화),98511.0
16,2021-06-15 (화),4411.0
17,2021-06-16 (수),82311.0
18,2021-06-17 (목),329570.0
19,2021-06-18 (금),74189.0
20,2021-06-18 (금),8790.0
21,2021-06-21 (월),70203.0
22,2021-06-21 (월),9564.0
23,2021-06-22 (화),142822.0
24,2021-06-22 (화),7920.0
25,2021-06-23 (수),79691.0
26,2021-06-24 (목),357190.0
27,2021-06-24 (목),13220.0
28,2021-06-25 (금),40507.0
29,2021-06-25 (금),12114.0
30,2021-06-28 (월),83999.0
31,2021-06-29 (화),85868.0
32,2021-06-30 (수),126093.0
33,2021-06-30 (수),4352.0
