,Date,Won
0,2021-09-01 (수),15500.0
1,2021-09-01 (수),101590.0
2,2021-09-02 (목),112024.0
3,2021-09-02 (목),318488.0
4,2021-09-03 (금),19362.0
5,2021-09-03 (금),21360.0
6,2021-09-03 (금),65707.0
7,2021-09-03 (금),10347.0
8,2021-09-06 (월),23458.0
9,2021-09-06 (월),92017.0
10,2021-09-07 (화),38436.0
11,2021-09-07 (화),91519.0
12,2021-09-07 (화),9705.0
13,2021-09-08 (수),16162.0
14,2021-09-08 (수),73716.0
15,2021-09-09 (목),113187.0
16,2021-09-09 (목),375246.0
17,2021-09-09 (목),18468.0
18,2021-09-10 (금),15279.0
19,2021-09-10 (금),134552.0
20,2021-09-13 (월),6511.0
21,2021-09-13 (월),128586.0
22,2021-09-14 (화),28334.0
23,2021-09-14 (화),23595.0
24,2021-09-15 (수),6504.0
25,2021-09-15 (수),186033.0
26,2021-09-15 (수),14273.0
27,2021-09-16 (목),140926.0
28,2021-09-16 (목),411358.0
29,2021-09-16 (목),17600.0
30,2021-09-17 (금),30183.0
31,2021-09-17 (금),49109.0
32,2021-09-17 (금),118119.0
33,2021-09-17 (금),58986.0
34,2021-09-17 (금),15820.0
35,2021-09-23 (목),45780.0
36,2021-09-23 (목),20020.0
37,2021-09-23 (목),99531.0
38,2021-09-24 (금),52636.0
39,2021-09-24 (금),85988.0
40,2021-09-27 (월),182257.0
41,2021-09-27 (월),321718.0
42,2021-09-27 (월),18762.0
43,2021-09-29 (수),78818.0
44,2021-09-29 (수),24016.0
45,2021-09-30 (목),182019.0
46,2021-09-30 (목),319308.0
47,2021-09-30 (목),7920.0
